ACLE1;DESAPRES;;;;;;;;CODESSFAMILLE;CODEFAMILLE;CODEVENTILVT;POIDS
812315;A3 Approuvé;03/07/2014 09:32:44;Bielle inférieure de pivotement pour banc de pince;;;;;;N;601;4;11.1
812317;A2 Approuvé;26/02/2014 08:40:33;Rotule supérieure;;;;;;N;601;4;2.8
812309;A1 Approuvé;02/04/2014 10:17:33;Mors mobile pour serrage sur banc de pince;;;;;;N;601;4;1.2
812306;A4 Etude;16/07/2014 18:42:02;Bascule banc d'essai;;;;;;N;601;4;53.7
812331;A1 Etude;19/11/2013 15:46:01;Equerre support SSTP;;;;;;N;601;4;361
821229;A1 Approuvé;19/11/2013 17:46:26;Poulie de tension LSP type 1 4 tonnes;;;;;;N;602;5;27305
821230;A1 Approuvé;19/11/2013 17:47:29;Poulie de tension LSP type 1 4 tonnes;;;;;;N;602;5;50868
Poulie téléski Ø1000;A1 Approuvé;23/03/2016 12:27:38;Poulie Ø1000;;;;;;N;;;0
811988_NC;A2 Approuvé;22/11/2013 10:47:46;Réglage Ensemble ALTIBLOK type 2 galet Ø450 double LDS montée à gauche - SATVAC;;;;;;N;601;4;225414
821232;A1 Approuvé;02/12/2013 10:56:32;Tambour rattrappe câble pour poulie C type 3 Ø600 et Ø800.;;;;;;N;602;5;25
821233;A1 Approuvé;02/12/2013 14:22:05;Etrier de tambour type 3.;;;;;;N;602;5;424
821231;A1 Approuvé;12/12/2013 08:41:26;Ensemble tambour rattrape câble pour poulie C  Ø600 et Ø800 type 3.;;;;;;N;602;5;42
812333;A1 Approuvé;02/12/2013 14:37:25;Tôle de protection mur fosse à tapis;;;;;;N;601;4;3346
~$821231;;27/11/2013 11:49:56;;;;;;;;;;
821234;A1 Approuvé;29/04/2014 12:26:54;Poteau orientable Type 2 montée à gauche;;;;;;S;602;5;20565
812336;A1 Approuvé;10/01/2014 10:04:29;Support outils de montage de la tôle debrayable;;;;;;N;601;4;256
812338;A1 Approuvé;10/12/2013 10:34:52;Support racleur;;;;;;N;601;4;1.4
812337;A1 Approuvé;10/01/2014 10:04:13;Garniture outils de montage tôle debrayable;;;;;;N;601;4;22
812335;A1 Approuvé;10/01/2014 10:05:11;Outils de montage de tôle débrayable;;;;;;N;601;4;279
812334;A2 Etude;10/12/2014 11:04:44;Crochet de chaîne.;;;;;;N;601;4;113
812339;A1 Approuvé;10/01/2014 10:09:00;Manchon rétracté pour suspente Ø76;;;;;;N;601;4;37
821215;A1 Etude;05/12/2013 17:36:57;Poulie aluminium Ø800 type 2.;;;;;;S;602;5;20.5
821235;A1 Approuvé;10/12/2013 08:46:23;Platine adaptation pylone TCO sur ancrage 821228;;;;;;N;602;5;68837
821237;A1 Approuvé;05/12/2013 15:09:32;Elingue de tirfor Ø8 L=1200mm + 2 boucles L=100mm;;;;;;N;602;5;645
Visualisation du gabarit de siége;A1 Etude;23/03/2016 12:28:08;Plan de reglage des ski guide;;;;;;N;;;/
821238;A1 Approuvé;10/12/2013 09:22:30;Platine adaptation gare TCO sur ancrage 821228;;;;;;N;602;5;84128
821246;A1 Approuvé;06/12/2013 16:14:11;Etrier M12-192-H240;;;;;;N;602;5;509
821247;A1 Approuvé;06/12/2013 16:10:14;Etrier M8-65-H130;;;;;;N;602;5;113
821244;A1 Approuvé;06/12/2013 16:16:20;Plat d'étrier M12-102-ép10;;;;;;N;602;5;280
821239;A1 Approuvé;06/12/2013 16:17:38;Etrier M12-172-H320;;;;;;N;602;5;640
821241;A1 Approuvé;06/12/2013 16:23:05;Plat d'étrier M12-172-UPN50;;;;;;N;602;5;930
821243;A1 Approuvé;08/01/2014 15:46:35;Axe de fixation pour TCO type 3;;;;;;N;602;5;3.8
821248;A1 Approuvé;06/01/2014 14:05:54;Galet de ligne de télécorde;;;;;;N;602;5;2.4
821249;A1 Etude;09/12/2013 16:58:34;Plat entraxe 90 ép.8 M12;;;;;;N;602;5;168
Justification longueur tapis;A1 Etude;23/03/2016 12:27:47;;;;;;;Normal;;;
821250;A2 Approuvé;09/01/2014 16:10:44;Support de garde-corps pour passerelle de LSP type1;;;;;;N;602;5;2.5
821245;A1 Approuvé;06/01/2014 14:05:57;Ensemble galet pour TCO;;;;;;N;602;5;36
821253;A2 Approuvé;09/01/2014 16:17:21;Support 2 pour garde-corps de passerelle LSP Type1;;;;;;N;602;5;2.2
821242;A1 Approuvé;08/01/2014 15:45:14;Crayon fixation pylone TK Ecole type 2;;;;;;N;602;5;2.6
821251;A2 Approuvé;09/01/2014 16:09:36;Garde corps pour passerelle de LSP Type1.;;;;;;N;602;5;41
821254;A2 Approuvé;09/01/2014 16:10:08;Retour garde-corps pour passerelle de LSP type 1.;;;;;;N;602;5;4.9
812341;A1 Approuvé;10/04/2015 12:45:57;;;;;;;N;601;4;1013
812340;A1 Etude;20/01/2014 17:14:45;;;;;;;N;601;4;/
821252;A2 Approuvé;13/01/2014 14:27:19;Passerelle pour LSP type 1;;;;;;N;602;5;89
821259;A1 Etude;18/12/2013 09:57:23;Socle pour potelet DDTP LSP 4T type 1;;;;;;N;602;5;4305
821255;A1 Approuvé;06/01/2014 15:17:05;Kit fixation ancrage métallique pour pylone entraxe 250mm;;;;;;N;602;5;124881
821256;A1 Approuvé;06/01/2014 15:17:53;Kit fixation ancrage métallique pour pylone entreaxe 435mm;;;;;;N;602;5;150089
821261;A1 Approuvé;06/01/2014 15:15:51;Tige filetée M39  Cl8,8 Zn L = 350mm;;;;;;N;602;5;3239
821262;A1 Approuvé;06/01/2014 15:16:01;Tige filetée M39  Cl8,8 Zn L = 200mm;;;;;;N;602;5;1842
821264;A2 Approuvé;13/01/2014 14:27:16;Caillebotis acier galva DDAL GRIP Lg. 4020;;;;;;N;602;5;26.8
812342;A2 Approuvé;24/12/2013 14:18:38;Adhésif numéro siège (sans réf. CE);;;;;;N;601;4;38
821265;A1 Approuvé;06/01/2014 16:08:24;Tube carré 50x50x3 lg.1730.;;;;;;N;602;5;8
821236;A2 Approuvé;17/06/2014 14:04:36;Kit fixation ligne de sécurité sur pylône Ø328;;;;;;N;602;5;2,2
800018;A1 Approuvé;13/01/2014 11:36:05;Bridage ADB;;;;;;N;700;R;57741
812173;A1 Approuvé;16/01/2014 07:34:44;Kit sécurisation Lorry Alpha type 2;;;;;;N;601;4;-
Piece pour proto 1;A1 Etude;23/03/2016 12:27:47;;;;;;;N;;;1759
Piece proto 0;A1 Etude;23/03/2016 12:27:47;Support ALTIBLOK type 2 galet Ø450 large montée à droite;;;;;;fromparent+S;;;2115
812345;A4 Approuvé;12/06/2014 08:38:45;Boitier pour détecteur Altim;;;;;;N;601;4;373
812346;A5 Approuvé;23/03/2016 12:26:29;Contacteur laiton pour détecteur Altim;;;;;;N;601;4;13
821266;A1 Etude;16/01/2014 09:29:05;Bras S-C entr'axe 1000 équipé type 2.;;;;;;N;602;5;30
821270;A1 Etude;16/01/2014 09:29:18;Bras S-C entr'axe 1000 équipé sur embout de potence type 2.;;;;;;N;602;5;98
812205;A3 Approuvé;03/04/2014 16:25:14;Plan de perçages - Rail en U pour galets combiné;;;;;;N;601;4;95
812347;A1 Approuvé;16/01/2014 09:41:14;Câble rattrapage poulie retour flottante Ø2200-2600 type 1;;;;;;N;601;4;26372
812206;A2 Approuvé;03/04/2014 16:25:40;Entretoise de ressort pour banc de pince;;;;;;N;601;4;4750
800028;A1 Approuvé;30/01/2014 15:31:22;Bridage témoin de contrainte VGE;;;;;;N;700;R;2712
812352;A2 Etude;17/03/2014 16:57:53;Protection de 960 x 960;;;;;;N;601;4;5.0
800029;A1 Etude;10/12/2014 11:02:17;Eprouvette circulaire essai Chronomems;;;;;;N;700;R;3019
812354;A2 Approuvé;24/03/2014 13:37:01;Protection de 1450 x 560;;;;;;N;601;4;5.5
800033;A1 Etude;10/12/2014 11:02:23;Bridage temoin de contrainte eprouvette;;;;;;N;700;R;3989
812357;A3 Etude;25/03/2014 09:31:34;Protection de 1420x850;;;;;;N;601;4;7.0
800030;A1 Etude;10/12/2014 11:02:18;Bride supérieure pour temoin de contrainte eprouvette;;;;;;N;700;R;93
800031;A1 Etude;10/12/2014 11:02:20;Bride inférieure pour temoin de contrainte eprouvette;;;;;;N;700;R;88
812353;A2 Approuvé;24/03/2014 13:44:42;Protection de 960 x 750 grugée.;;;;;;N;601;4;4.3
812360;A2 Approuvé;26/02/2014 08:47:26;Porte droite 1590x490;;;;;;N;601;4;12.4
812362;A2 Approuvé;26/02/2014 08:48:10;Porte gauche 1040 x 890;;;;;;N;601;4;10.1
800034;A1 Etude;05/02/2014 09:13:04;Flasque sup éprouvette tube VGE;;;;;;N;700;R;1480
821274;A1 Approuvé;03/02/2014 17:55:02;Plaque contre-poids pour TCO type 3.;;;;;;N;602;5;50.1
800036;A1 Etude;04/02/2014 08:28:24;Eprouvette tube VGE;;;;;;N;700;R;12745
800038;A1 Etude;31/01/2014 17:51:20;Interface vérin éprouvette tube VGE;;;;;;N;700;R;3714
Télé-Villars TK P00;A1 Etude;23/03/2016 12:27:46;Pylône équipé type 1;;;;;;N;;;
812363;A9 Etude;23/03/2016 12:26:29;Support barrette pour détecteur Altim ;;;;;;N;601;4;127
812367;A1 Approuvé;20/02/2014 16:02:48;Bride d'etrier pour detecteur Altiblok;;;;;;N;601;4;15
812366;A1 Approuvé;20/02/2014 16:03:11;Etrier M6 Ø43 h59.5;;;;;;N;601;4;30
821278;A2 Etude;02/02/2015 14:13:08;Garde-corps;;;;;;N;602;5;19114
812344;A4 Approuvé;23/03/2016 12:26:31;Détecteur Altiblock orientation 1 type 2;;;;;;N;601;4;-
821275;A1 Etude;02/02/2015 14:13:09;Passerelle inf. de gare montée à gauche, échelle et GC. Roc 2, Trappe et Ecureuil.;;;;;;N;602;5;-
800039_périmé;A1 Etude;10/02/2014 15:42:00;Eprouvette tube monobloc;;;;;;N;700;R;5012
800040;A1 Approuvé;12/02/2014 14:54:06;Liaison éprouvette monobloc;;;;;;N;700;R;598
800041_périmé;A1 Etude;22/03/2014 15:59:09;Ensemble éprouvette tube monobloc;;;;;;N;700;R;2551448
821281;A1 Approuvé;02/02/2015 14:18:51;Garde-corps 3350;;;;;;N;602;5;28
800039;A1 Approuvé;12/02/2014 14:53:41;Eprouvette tube monobloc filetée int;;;;;;N;700;R;10558
800041;A1 Etude;03/03/2014 15:18:34;Ensemble éprouvette tube monobloc;;;;;;N;700;R;2546675
812369;A3 A Vérifier;06/04/2016 17:15:11;Caillebotis alu. du milieu lg. 530mm TSD;;;;;;N;601;4;1.4
821276;A1 Approuvé;10/03/2015 17:44:03;Passerelle inf. de gare montée à droite, échelle et GC. Roc 1.;;;;;;N;602;5;1756267
812210;A4 Etude;11/07/2014 11:34:07;Plan de perçages - Rail en U pour galets combiné;;;;;;N;601;4;27.0
800042;A3 Approuvé;28/03/2014 16:51:15;Demi-cavité femelle pour génératrice à bille Ø26 mm.;;;;;;N;700;R;9
800043;A2 Approuvé;14/03/2014 17:10:35;Demi-cavité mâle pour génératrice à bille Ø26 mm.;;;;;;N;700;R;5
800044;A2 Etude;28/03/2014 09:12:42;Cavité pour génératrice à bille Ø26 mm.;;;;;;N;700;R;14
812384;A3 Approuvé;17/07/2014 08:09:03;Empilage calibré 8 rondelles 100x51x6 type 1;;;;;;S;601;4;2.1
812380;A1 Etude;04/03/2014 12:22:19;;;;;;;N;601;4;35419
821283;A1 Approuvé;13/03/2014 17:22:14;Rallonge de support caillebotis pour passerelle LSP;;;;;;N;602;5;6247
812373;A1 Approuvé;16/02/2015 12:10:24;Plaque de fermeture de l'armoire 2;;;;;;N;601;4;35
812372;A1 Approuvé;12/05/2015 15:36:30;Plaque de fermeture de l'armoire 1;;;;;;N;601;4;77
812388;A1 Approuvé;16/02/2015 12:10:25;Caoutchouc de protection ;;;;;;N;601;4;373
811883;A1 Vérifié;29/04/2014 12:02:26;Axe central balancier 4S Ø500;;;;;;S;601;4;52
811891;A1 Vérifié;24/07/2014 09:32:16;Axe balancier 2 galets Ø500;;;;;;S;601;4;1361
800045;A1 Etude;24/02/2014 15:07:36;Cavité pour génératrice à billes Ø26 mm pour Ø fil conducteur 0,14 avec 4000 spires.;;;;;;N;700;R;52
811892;A1 Vérifié;24/07/2014 09:32:15;Entretoise axe balancier 2 galets Ø500;;;;;;S;601;4;1102
811902;A1 Vérifié;29/04/2014 12:02:26;Axe central balancier 6S Ø500;;;;;;S;601;4;78
811903;A1 Vérifié;24/03/2014 17:40:45;Rondelle d'appui axe central 6S Ø500;;;;;;N;601;4;201
811907;A1 Vérifié;24/07/2014 09:32:15;Entretoise axe balancier 4 galets Ø500;;;;;;S;601;4;7135
811906;A1 Vérifié;24/07/2014 09:32:14;Axe balancier 4 galets Ø500;;;;;;S;601;4;3461
812049;A1 Vérifié;24/07/2014 09:32:13;Axe central Balancier 8S Ø500;;;;;;S;601;4;89
812370;A1 Vérifié;19/06/2014 12:24:55;Suspente type 1 véhicule de service;;;;;;S;601;4;21721
800048;A2 Etude;10/12/2014 11:02:12;Cavité pour génératrice à billes Ø26 mm pour Ø fil conducteur 0,14 avec 4000 spires.;;;;;;N;700;R;11
800046;A2 Approuvé;28/03/2014 16:46:30;Demi-cavité femelle pour génératrice à bille Ø26 mm.;;;;;;N;700;R;7
800047;A2 Approuvé;28/03/2014 16:48:44;Demi-cavité mâle pour génératrice à bille Ø26 mm.;;;;;;N;700;R;5
811885;A1 Vérifié;24/03/2014 17:46:43;Butée d'extrémité axe central 4S Ø500;;;;;;S;601;4;571
811884;A1 Vérifié;24/03/2014 17:47:07;Rondelle d'appui axe central 4S Ø500;;;;;;N;601;4;166
821284;A1 A Vérifier;27/02/2014 09:37:16;Axe court pour galet SP2A;;;;;;N;602;5;96.10
811904;A1 Vérifié;24/03/2014 17:40:11;Butée d'extrémité axe central 6S Ø500;;;;;;S;601;4;919
821285;A1 Etude;04/03/2014 13:42:48;Galet SP2A Altim;;;;;;N;602;5;1207
821287;A1 Etude;03/03/2014 10:21:42;Axe alet SP2A altim;;;;;;N;602;5;136
812050;A1 Vérifié;01/07/2014 19:21:06;Rondelle d'appui axe central 8S Ø500;;;;;;N;601;4;218
812051;A1 Vérifié;01/07/2014 19:20:19;Butée d'extrémité axe central 8S Ø500;;;;;;S;601;4;1123
812392;A1 Vérifié;29/04/2014 18:06:34;Axe principal 8C,6C Ø425 type1 v2;;;;;;S;601;4;56
812393;A1 Vérifié;29/04/2014 18:12:38;Butée d'extremité 8C,6C Ø425 type1 v2;;;;;;S;601;4;647
812395;A1 Vérifié;29/04/2014 18:13:10;Rondelle d'appui 8C,6C Ø425 type1 v2;;;;;;N;601;4;387
812403;A1 Approuvé;13/03/2014 17:18:42;Plaquette verrou;;;;;;N;601;4;81
812402;A2 Approuvé;03/04/2014 16:25:38;Plaquette poignée;;;;;;N;601;4;168
812400;A1 Approuvé;13/03/2014 17:18:04;Plaque d'extrémité;;;;;;N;601;4;1081
812193;A3 Etude;11/07/2014 11:21:43;Plan de perçages - Rail en U pour galets combiné;;;;;;N;601;4;27.3
812399;A2 Etude;11/07/2014 11:09:01;Plaque fond;;;;;;N;601;4;9561
812398;A1 Approuvé;13/03/2014 18:42:52;Support roulette;;;;;;N;601;4;4191
812359;A1 Approuvé;13/03/2014 17:17:34;Tole de protection arrière;;;;;;N;601;4;8779
812343;A1 Approuvé;13/03/2014 18:42:51;Bascule banc d'essai;;;;;;N;601;4;49.88
812405;A1 Approuvé;13/03/2014 17:20:34;Levier chariot inférieur;;;;;;N;601;4;2712
812407;A1 Approuvé;13/03/2014 17:20:32;Plaque supérieur chariot presse;;;;;;N;601;4;15
812408;A1 Approuvé;13/03/2014 17:20:30;Table chariot presse;;;;;;N;601;4;7349
812316;A1 Approuvé;13/03/2014 18:42:50;Chassis chariot presse;;;;;;N;601;4;51162
812406;A1 Etude;31/03/2014 10:11:46;Ressort de traction;;;;;;N;601;4;26
812401;A1 Approuvé;13/03/2014 17:18:20;Vis H M30 x 350;;;;;;N;601;4;2333
812419;A1 Etude;10/03/2014 14:41:05;;;;;;;N;601;4;50685
812419;A1 Etude;10/03/2014 14:53:22;Sabot de balancier S Ø330;;;;;;N;601;4;50685
812194;A1 Approuvé;13/03/2014 18:52:28;Chassis banc d'essai;;;;;;N;601;4;38
812380-proto;A1 Etude;11/03/2015 17:58:49;;;;;;;N;601;4;37239
810344;A1 Approuvé;17/03/2014 16:11:14;Présentoir pour Altiblok;;;;;;N;601;4;17021
812421;A1 Approuvé;17/03/2014 16:15:49;Rondelle de maintien;;;;;;N;601;4;652
812429;A1 Approuvé;01/04/2014 09:18:33;Axe  levier chariot supérieur;;;;;;N;601;4;728
812201;A3 Etude;08/08/2014 17:53:42;Chassis chariot supérieur;;;;;;N;601;4;70
812321;A2 Approuvé;03/04/2014 16:25:28;Levier chariot supérieur;;;;;;N;601;4;15
812191;A2 Approuvé;24/03/2014 13:35:04;Support capteur;;;;;;N;601;4;2604
812207;A1 Approuvé;19/03/2014 14:13:26;Crémaillère de chariot supérieur;;;;;;N;601;4;1304
812379;A1 Approuvé;16/04/2014 09:40:07;Ressort d'assise anti-sous-marinage;;;;;;N;601;4;200
812426;A1 Approuvé;19/03/2014 14:13:23;Bloc anti-rotation;;;;;;N;601;4;2680
812427;A2 Approuvé;24/03/2014 13:46:34;Axe anti-rotation;;;;;;N;601;4;3376
812428;A1 Approuvé;19/03/2014 14:13:19;Plaque de fixation chaîne;;;;;;N;601;4;250
812430;A2 Approuvé;03/04/2014 16:25:22;Plan de perçages - Rail en U pour galets combiné;;;;;;N;601;4;95
812376;A1 Approuvé;08/04/2014 08:26:00;Levier de sécurité anti-sous-marinage;;;;;;N;601;4;405
812375;A1 Approuvé;08/04/2014 08:12:34;Tôle d'assise mobile anti-sous-marinage;;;;;;N;601;4;2.5
812377;A1 Approuvé;08/04/2014 08:26:47;Renvoi de levier anti-sous-marinage;;;;;;N;601;4;82
812378;A1 Approuvé;08/04/2014 08:28:40;Axe rotation siège anti-sous-marinage;;;;;;N;601;4;230
Rondelle-vis;A1 Etude;23/03/2016 12:27:36;;;;;;;N;;;51
812435;A1 Etude;23/03/2016 12:27:35;Rondelle fixation dossier;;;;;;N;601;4;10
812434;A1 A Vérifier;11/03/2015 17:58:49;Reprise tôle télésiège 4 places anti-sous-marinage;;;;;;N;601;4;11.6
812307;A1 Approuvé;02/04/2014 14:44:14;Mors fixe de serrage pour banc de pince;;;;;;N;601;4;3.2
812423;A1 Approuvé;02/04/2014 10:17:27;Support de sauterelle;;;;;;N;601;4;6.6
812446;A1 Approuvé;16/04/2014 09:40:37;Axe court anti-sous-marinage;;;;;;N;601;4;23
812437;A2 Etude;11/07/2014 12:11:42;Ensemble galet de réglage;;;;;;N;601;4;2701
812436;A1 Approuvé;01/04/2014 09:18:27;Montage galets sur chariot supérieur;;;;;;N;601;4;77
821288;A1 Etude;19/03/2014 11:01:08;Rondelle Ø10x16x3;;;;;;N;602;5;3
812438;A1 Approuvé;01/04/2014 09:18:17;Montage galets sur chariot inférieur;;;;;;N;601;4;58
812455;A1 Approuvé;03/06/2014 14:49:43;Adhésif numéro siège 150 x 90 sans référence;;;;;;N;601;4;38
812449;A1 Etude;07/04/2015 15:59:46;Cablette siège 4 places type 2.;;;;;;N;601;4;149.7
812177_2 ajout des oreilles pour escamotage;A4 Etude;25/11/2014 17:18:46;Chassis banc d'essai;;;;;;N;601;4;721
812177_1 ouverture pour vérin inférieur;A3 Etude;25/11/2014 17:18:46;Chassis banc d'essai;;;;;;N;601;4;718
812468;A1 Etude;24/03/2014 08:45:42;;;;;;;Normal;601;4;
812451;A1 Etude;27/03/2014 11:38:10;Cable Ø8 serti un côté avec cosse coeur.;;;;;;N;601;4;2.6
812457;A1 Etude;27/03/2014 11:38:11;Tube Ø20 ép.3 courbé à 70°;;;;;;N;601;4;111
812452;A1 Vérifié;05/06/2014 10:53:22;Kit fixation du 4C Ø425 de 4S/C type1 sur potence;;;;;;N;601;4;1075
812458;A1 Vérifié;05/06/2014 11:13:54;Kit fixation dans potence de l'axe principal 8S, 6S, 4S, 4S pour S/C Ø500 et 8C, 6C Ø425 type1;;;;;;N;601;4;1045
812397;A1 A Vérifier;29/04/2014 11:09:27;Ensemble 4C pour S/C Ø425 type1 v2;;;;;;N;601;4;383
812394;A1 A Vérifier;29/04/2014 11:06:22;Ensemble balancier 8C   Ø425 type1 v2;;;;;;N;601;4;805
812470;A1 Etude;29/04/2014 10:43:26;Butée de bras compression Ø425;;;;;;N;601;4;2242
812483;A1 Vérifié;05/06/2014 11:15:05;Kit montage de 2 passerelles de potence de 0% à 20%;;;;;;N;601;4;1018
812489;A1 Approuvé;08/04/2014 08:33:00;Charnière Ø10 anti-sous-marinage;;;;;;N;601;4;70
812497;A1 Approuvé;01/04/2014 09:18:24;Ensemble roulette escamotable;;;;;;N;601;4;8.8
812498;A1 Approuvé;01/04/2014 09:18:21;Ensemble chariot inférieur;;;;;;N;601;4;84
812198;A2 Etude;30/04/2015 17:12:33;Ensemble chariot supérieur;;;;;;N;601;4;172.4
812505;A1 Approuvé;01/04/2014 09:18:15;Chassis centrale hydraulique;;;;;;N;601;4;12.8
812509;A1 Approuvé;01/04/2014 09:18:11;Carter centrale hydraulique;;;;;;N;601;4;4543
812487;A1 Approuvé;08/04/2014 08:31:11;Cornière 40x40x40 anti-sous-marinage;;;;;;N;601;4;67
812513;A2 Etude;25/11/2014 17:18:47;Ensemble chassis;;;;;;N;601;4;1007
Juan les pins;A1 Etude;23/03/2016 12:27:34;Juan les Pins;;;;;;Normal;;;
812195;A2 Etude;25/11/2014 17:18:50;Ensemble bascule pour attaches TB;;;;;;N;601;4;91
812396;A1 A Vérifier;29/04/2014 11:08:19;Ensemble balancier 6C montée gauche  Ø425 type1 v2;;;;;;N;601;4;607
812517;A1 Approuvé;03/04/2014 16:25:09;Support de chaine à câbles;;;;;;N;601;4;5.4
812463;A1 Etude;04/04/2014 11:57:19;Support d'ALTIBLOK type 4 galet Ø400  montée à gauche - débrayable -;;;;;;N;601;4;963
812471;A1 Approuvé;20/05/2014 09:54:34;Support d'ALTIBLOK type 4 galet Ø400  montée à droite - débrayable -;;;;;;Normal;601;4;963.05
812522;A1 Approuvé;16/04/2014 17:23:59;Axe support pour transport;;;;;;N;601;4;532
812500;A1 Vérifié;04/05/2014 10:05:52;Axe de B2 compression Ø425 type1 v2;;;;;;S;601;4;764
812501;A1 Vérifié;04/05/2014 10:07:04;Axe de B4 dans 6C 8C Ø425 type1 v2;;;;;;S;601;4;2086
812520;A1 Approuvé;16/04/2014 17:17:51;Bras support pour transport;;;;;;N;601;4;15.6
812502;A1 Vérifié;04/05/2014 10:08:57;Axe central du B4 compression Ø425 du 4SC;;;;;;S;601;4;6251
812521;A1 Approuvé;16/04/2014 17:20:54;Vis de réglage support pour transport;;;;;;N;601;4;1281
812503;A1 Vérifié;04/05/2014 10:12:42;Fourreau d'axe B2 Ø425 type1 v2;;;;;;S;601;4;1548
812504;A1 Vérifié;04/05/2014 10:13:36;Fourreau d'axe B4 Ø425  type1 v2;;;;;;S;601;4;3011
812485;A2 Approuvé;10/02/2016 17:09:14;Détecteur Altiblock orientation 6 double LDS type 2;;;;;;N;601;4;-
812462;A1 Vérifié;17/06/2014 17:20:24;Vis spéciale téton court H M 27x360;;;;;;N;601;4;1953
812465;A1 Vérifié;17/06/2014 17:18:27;Vis H M27 x 170 x 170;;;;;;N;601;4;1144
812466;A1 Vérifié;17/06/2014 17:18:30;Vis H M27 x 315 x 315;;;;;;N;601;4;1784
812467;A1 Vérifié;17/06/2014 17:18:32;Vis H M16 x 270 x 270;;;;;;N;601;4;483
812484;A1 Vérifié;17/06/2014 17:23:05;Vis H M12 x 250 x 250;;;;;;N;601;4;242
812516;A1 Approuvé;16/04/2014 17:16:29;Support chariot pour transport;;;;;;N;601;4;21
812525;A1 Vérifié;16/06/2014 16:14:44;Kit montage de 2 passerelles de potence de 20% à 40%;;;;;;N;601;4;1018
820045-type 1;A4 Etude;08/04/2014 10:39:30;Kit montage poulie S 300-500 axe remplacé type 1.;;;;;;N;602;5;-
812444;A1 Etude;12/09/2014 09:36:41;Ensemble ALTIBLOK type 2 galet Ø550  double LDS montée à droite;;;;;;N;601;4;3087
812523;A1 Etude;07/04/2014 17:30:34;Ensemble support pour transport;;;;;;N;601;4;54645
812178;A1 Etude;08/08/2014 17:53:41;Banc d'essai d'attaches débrayables;;;;;;N;601;4;2030120
812004;A1 Approuvé;01/07/2014 17:17:03;Epure ALTIBLOK type 2 galet Ø 450 large;;;;;;N;601;4;72988
812486;A4 Approuvé;01/03/2016 18:05:47;Support barrette pour Altiblock double LDS;;;;;;N;601;4;117
812450;A1 A Vérifier;25/06/2014 15:30:40;Bride réglage pour fixation SC;;;;;;N;601;4;5623
812453;A1 A Vérifier;25/06/2014 15:30:40;Tirant;;;;;;N;601;4;3676
812456;A1 A Vérifier;28/05/2014 09:23:37;Ensemble 4x4 S/C Ø425 sur Ø500 type1;;;;;;N;601;4;1801
812482;A1 Vérifié;24/07/2014 10:46:41;Crochet fixation caillbotis;;;;;;N;601;4;86
812499;A4 Approuvé;10/02/2016 17:09:22;Détecteur Altiblock orientation 2 type 2;;;;;;N;601;4;-
FC-170-140-310;A1 Etude;23/03/2016 12:27:34;Fer de cage 170-140-310;;;;;;N;;;398
812577;A1 Vérifié;24/07/2014 09:39:20;Ensemble galet Ø425 Type1;;;;;;N;601;4;53074
812368;A2 A Vérifier;15/04/2016 11:08:02;Véhicule de service pour TSD4 type 2;;;;;;S;601;4;-
812579;A1 A Vérifier;29/04/2014 11:18:55;Fourreau d'axe de galet Ø425 type 1;;;;;;S;601;4;1548
812587;A1 Approuvé;13/05/2014 09:23:00;Protection de barrière;;;;;;N;601;4;6.5
812598;A1 Approuvé;16/02/2015 12:10:26;Support de protection caoutchouc;;;;;;N;601;4;117
812593;A1 Vérifié;01/07/2014 19:14:06;Ensemble attache véhicule 4 places type1;;;;;;N;601;4;15970
812600;A1 Approuvé;13/05/2014 09:21:45;Support de palan;;;;;;N;601;4;4.9
812390;A2 Approuvé;16/02/2015 12:10:26;Garde-corps superieure - cote droit -;;;;;;N;601;4;3625
812003;A4 Approuvé;10/02/2016 17:09:17;Altiblock galet Ø450 large montée à droite double LDS type 2;;;;;;N;601;4;-
821291;A1 Approuvé;13/05/2014 14:04:07;Support pour barrette cassante à peindre;;;;;;N;602;5;2.6
821290;A1 Etude;13/05/2014 12:04:05;;;;;;;N;602;5;2670
812607;A1 Etude;28/05/2014 17:14:59;;;;;;;N;601;4;1617
Chassis;A1 Etude;23/03/2016 12:27:34;;;;;;;N;;;
812002;A4 Approuvé;18/03/2016 12:17:02;Altiblock galet Ø450 large montée à gauche double LDS type 2;;;;;;N;601;4;-
812609;A1 Etude;27/05/2014 12:47:07;Cale pour fixation ép 0.5mm;;;;;;N;601;4;18
Etrier des ressorts;A1 Etude;23/03/2016 12:27:33;;;;;;;N;;;6370
812608;A1 Approuvé;10/02/2016 17:09:10;Détecteur Altiblok orientation 7 double LDS type 2;;;;;;N;601;4;-
Mors fixe ET108;A1 Etude;23/03/2016 12:27:33;Mors fixe ET108;;;;;;N;;;18.7
812611;A2 Approuvé;01/03/2016 18:05:48;Support central d'outillage pour detecteur Altiblok double LDS;;;;;;N;601;4;271
812612;A1 Approuvé;01/07/2014 17:18:17;Support amovible d'outillage pour détecteur Altim;;;;;;N;601;4;817
812613;A2 Approuvé;01/03/2016 18:05:49;Outillage detecteur Altiblok double LDS;;;;;;N;601;4;1098
910003;A1 Etude;22/05/2014 07:59:54;Pion de centrage ;;;;;;N;;;98
910001;A1 Etude;22/05/2014 07:59:53;Poulie motrice Ø3500 pour treuil ;;;;;;S;;;2763
